time,GEN1:Vt,GEN2:Vt,GEN3:Vt,GEN4:Vt,GEN5:Vt,GEN6:Vt,GEN7:Vt,GEN8:Vt,GEN9:Vt,GEN10:Vt,GEN1:delta,GEN2:delta,GEN3:delta,GEN4:delta,GEN5:delta,GEN6:delta,GEN7:delta,GEN8:delta,GEN9:delta,GEN10:delta
0.1,1.0299999999999936,0.9819999999999648,0.9840999999999609,0.997199999999969,1.0122999999999718,1.0493999999999657,1.0635999999999675,1.027499999999978,1.026499999999983,1.0498999999999834,-0.07887941161084129,0.8772426026886068,0.8092876753694872,0.9042491375475825,0.9635060679836709,0.8030415485024225,0.932410645971996,0.9353248797423896,1.065560057437363,0.012519174322763942
0.11,1.0299999999999936,0.9819999999999648,0.9840999999999609,0.997199999999969,1.0122999999999716,1.0493999999999657,1.0635999999999672,1.0274999999999783,1.026499999999983,1.0498999999999836,-0.07887941161084129,0.8772426026886068,0.8092876753694872,0.9042491375475825,0.9635060679836709,0.8030415485024225,0.932410645971996,0.9353248797423896,1.065560057437363,0.012519174322763942
0.12,1.0299999999999936,0.9819999999999646,0.9840999999999606,0.9971999999999686,1.012299999999971,1.0493999999999655,1.063599999999967,1.0274999999999774,1.026499999999983,1.049899999999983,-0.07887941161084129,0.8772426026886068,0.8092876753694872,0.9042491375475825,0.9635060679836709,0.8030415485024225,0.932410645971996,0.9353248797423896,1.065560057437363,0.012519174322763942
0.13,1.0299999999999934,0.9819999999999646,0.9840999999999606,0.9971999999999684,1.012299999999971,1.0493999999999655,1.063599999999967,1.0274999999999772,1.0264999999999826,1.0498999999999834,-0.07887941161084129,0.8772426026886068,0.8092876753694872,0.9042491375475825,0.9635060679836709,0.8030415485024225,0.932410645971996,0.9353248797423896,1.065560057437363,0.012519174322763942
0.14,1.0299999999999936,0.9819999999999646,0.9840999999999606,0.9971999999999684,1.012299999999971,1.0493999999999646,1.0635999999999668,1.0274999999999777,1.026499999999983,1.0498999999999832,-0.07887941161084129,0.8772426026886068,0.8092876753694872,0.9042491375475825,0.9635060679836709,0.8030415485024225,0.932410645971996,0.9353248797423896,1.065560057437363,0.012519174322763942
0.15,1.0299999999999936,0.981999999999964,0.9840999999999602,0.9971999999999682,1.0122999999999704,1.0493999999999644,1.0635999999999661,1.0274999999999772,1.0264999999999829,1.049899999999983,-0.07887941161084129,0.8772426026886068,0.8092876753694872,0.9042491375475825,0.9635060679836709,0.8030415485024225,0.932410645971996,0.9353248797423896,1.065560057437363,0.012519174322763942
0.16,1.0299999999999936,0.981999999999964,0.98409999999996,0.9971999999999684,1.0122999999999704,1.0493999999999644,1.0635999999999661,1.027499999999977,1.026499999999983,1.049899999999983,-0.07887941161084129,0.8772426026886068,0.8092876753694872,0.9042491375475825,0.9635060679836709,0.8030415485024225,0.932410645971996,0.9353248797423896,1.065560057437363,0.012519174322763942
0.17,1.0299999999999936,0.9819999999999642,0.98409999999996,0.9971999999999686,1.0122999999999704,1.049399999999964,1.063599999999966,1.027499999999977,1.0264999999999826,1.0498999999999827,-0.07887941161084129,0.8772426026886068,0.8092876753694872,0.9042491375475825,0.9635060679836709,0.8030415485024225,0.932410645971996,0.9353248797423896,1.065560057437363,0.012519174322763942
0.18,1.0299999999999936,0.9819999999999642,0.9840999999999598,0.997199999999968,1.0122999999999704,1.0493999999999637,1.063599999999966,1.0274999999999768,1.0264999999999824,1.049899999999983,-0.07887941161084129,0.8772426026886068,0.8092876753694872,0.9042491375475825,0.9635060679836709,0.8030415485024225,0.932410645971996,0.9353248797423896,1.065560057437363,0.012519174322763942
0.19,1.0299999999999936,0.981999999999964,0.9840999999999598,0.9971999999999677,1.01229999999997,1.0493999999999635,1.0635999999999657,1.0274999999999765,1.0264999999999824,1.0498999999999827,-0.07887941161084129,0.8772426026886068,0.8092876753694872,0.9042491375475825,0.9635060679836709,0.8030415485024225,0.932410645971996,0.9353248797423896,1.065560057437363,0.012519174322763942
0.2,1.0299999999999934,0.9819999999999637,0.9840999999999596,0.9971999999999677,1.0122999999999698,1.049399999999963,1.0635999999999655,1.0274999999999763,1.026499999999982,1.0498999999999827,-0.07887941161084129,0.8772426026886068,0.8092876753694872,0.9042491375475825,0.9635060679836709,0.8030415485024225,0.932410645971996,0.9353248797423896,1.065560057437363,0.012519174322763942
0.21,1.0299999999999934,0.9819999999999637,0.9840999999999593,0.9971999999999676,1.0122999999999696,1.049399999999963,1.0635999999999657,1.0274999999999763,1.026499999999982,1.0498999999999827,-0.07887941161084129,0.8772426026886068,0.8092876753694872,0.9042491375475825,0.9635060679836709,0.8030415485024225,0.932410645971996,0.9353248797423896,1.065560057437363,0.012519174322763942
0.22,1.0299999999999934,0.9819999999999637,0.9840999999999593,0.9971999999999676,1.0122999999999696,1.049399999999963,1.0635999999999657,1.0274999999999763,1.026499999999982,1.0498999999999827,-0.07887941161084129,0.8772426026886068,0.8092876753694872,0.9042491375475825,0.9635060679836709,0.8030415485024225,0.932410645971996,0.9353248797423896,1.065560057437363,0.012519174322763942
0.23,1.0299999999999931,0.9819999999999636,0.9840999999999593,0.9971999999999674,1.0122999999999693,1.0493999999999628,1.0635999999999655,1.0274999999999763,1.026499999999982,1.0498999999999827,-0.07887941161084129,0.8772426026886068,0.8092876753694872,0.9042491375475825,0.9635060679836709,0.8030415485024225,0.932410645971996,0.9353248797423896,1.065560057437363,0.012519174322763942
0.24,1.0299999999999934,0.9819999999999636,0.9840999999999593,0.997199999999967,1.012299999999969,1.0493999999999626,1.0635999999999652,1.0274999999999763,1.0264999999999822,1.0498999999999827,-0.07887941161084129,0.8772426026886068,0.8092876753694872,0.9042491375475825,0.9635060679836709,0.8030415485024225,0.932410645971996,0.9353248797423896,1.065560057437363,0.012519174322763942
0.25,1.0299999999999934,0.9819999999999636,0.9840999999999593,0.997199999999967,1.0122999999999691,1.0493999999999624,1.063599999999965,1.0274999999999759,1.026499999999982,1.049899999999983,-0.07887941161084129,0.8772426026886068,0.8092876753694872,0.9042491375475825,0.9635060679836709,0.8030415485024225,0.932410645971996,0.9353248797423896,1.065560057437363,0.012519174322763942
0.26,1.0299999999999934,0.9819999999999636,0.9840999999999593,0.9971999999999669,1.0122999999999687,1.0493999999999624,1.063599999999965,1.027499999999976,1.0264999999999818,1.0498999999999827,-0.07887941161084129,0.8772426026886068,0.8092876753694872,0.9042491375475825,0.9635060679836709,0.8030415485024225,0.932410645971996,0.9353248797423896,1.065560057437363,0.012519174322763942
0.27,1.0299999999999934,0.9819999999999636,0.9840999999999589,0.9971999999999669,1.0122999999999687,1.0493999999999624,1.063599999999965,1.0274999999999757,1.0264999999999813,1.0498999999999827,-0.07887941161084129,0.8772426026886068,0.8092876753694872,0.9042491375475825,0.9635060679836709,0.8030415485024225,0.932410645971996,0.9353248797423896,1.065560057437363,0.012519174322763942
0.28,1.0299999999999934,0.9819999999999636,0.9840999999999589,0.9971999999999669,1.0122999999999687,1.0493999999999624,1.063599999999965,1.0274999999999757,1.0264999999999813,1.0498999999999827,-0.07887941161084129,0.8772426026886068,0.8092876753694872,0.9042491375475825,0.9635060679836709,0.8030415485024225,0.932410645971996,0.9353248797423896,1.065560057437363,0.012519174322763942
0.29,1.0299999999999934,0.9819999999999631,0.9840999999999587,0.9971999999999667,1.0122999999999684,1.0493999999999624,1.063599999999965,1.0274999999999752,1.0264999999999809,1.0498999999999827,-0.07887941161084129,0.8772426026886068,0.8092876753694872,0.9042491375475825,0.9635060679836709,0.8030415485024225,0.932410645971996,0.9353248797423896,1.065560057437363,0.012519174322763942
0.3,1.0299999999999934,0.9819999999999631,0.9840999999999585,0.9971999999999667,1.0122999999999684,1.049399999999962,1.0635999999999646,1.0274999999999752,1.0264999999999807,1.0498999999999827,-0.07887941161084129,0.8772426026886068,0.8092876753694872,0.9042491375475825,0.9635060679836709,0.8030415485024225,0.932410645971996,0.9353248797423896,1.065560057437363,0.012519174322763942
0.31,1.0299999999999934,0.9819999999999631,0.9840999999999585,0.9971999999999666,1.0122999999999682,1.0493999999999621,1.0635999999999646,1.027499999999975,1.0264999999999807,1.0498999999999827,-0.07887941161084129,0.8772426026886068,0.8092876753694872,0.9042491375475825,0.9635060679836709,0.8030415485024225,0.932410645971996,0.9353248797423896,1.065560057437363,0.012519174322763942
0.32,1.0299999999999934,0.9819999999999631,0.9840999999999585,0.9971999999999661,1.012299999999968,1.0493999999999617,1.063599999999964,1.027499999999975,1.0264999999999804,1.049899999999982,-0.07887941161084129,0.8772426026886068,0.8092876753694872,0.9042491375475825,0.9635060679836709,0.8030415485024225,0.932410645971996,0.9353248797423896,1.065560057437363,0.012519174322763942
0.33,1.0299999999999931,0.9819999999999631,0.9840999999999585,0.997199999999966,1.0122999999999678,1.0493999999999617,1.063599999999964,1.027499999999975,1.0264999999999804,1.049899999999982,-0.07887941161084129,0.8772426026886068,0.8092876753694872,0.9042491375475825,0.9635060679836709,0.8030415485024225,0.932410645971996,0.9353248797423896,1.065560057437363,0.012519174322763942
0.34,1.0299999999999934,0.9819999999999631,0.9840999999999581,0.997199999999966,1.012299999999968,1.0493999999999615,1.063599999999964,1.027499999999975,1.0264999999999804,1.049899999999982,-0.07887941161084129,0.8772426026886068,0.8092876753694872,0.9042491375475825,0.9635060679836709,0.8030415485024225,0.932410645971996,0.9353248797423896,1.065560057437363,0.012519174322763942
0.35000000000000003,1.0299999999999934,0.981999999999963,0.9840999999999581,0.997199999999966,1.012299999999968,1.0493999999999615,1.063599999999964,1.027499999999975,1.0264999999999804,1.0498999999999823,-0.07887941161084129,0.8772426026886068,0.8092876753694872,0.9042491375475825,0.9635060679836709,0.8030415485024225,0.932410645971996,0.9353248797423896,1.065560057437363,0.012519174322763942
0.36,1.0299999999999934,0.9819999999999628,0.9840999999999577,0.9971999999999659,1.0122999999999676,1.0493999999999613,1.0635999999999641,1.0274999999999745,1.0264999999999802,1.049899999999982,-0.07887941161084129,0.8772426026886068,0.8092876753694872,0.9042491375475825,0.9635060679836709,0.8030415485024225,0.932410645971996,0.9353248797423896,1.065560057437363,0.012519174322763942
0.37,1.0299999999999934,0.9819999999999626,0.9840999999999577,0.997199999999966,1.0122999999999676,1.049399999999961,1.063599999999964,1.0274999999999745,1.0264999999999804,1.049899999999982,-0.07887941161084129,0.8772426026886068,0.8092876753694872,0.9042491375475825,0.9635060679836709,0.8030415485024225,0.932410645971996,0.9353248797423896,1.065560057437363,0.012519174322763942
0.38,1.0299999999999934,0.9819999999999626,0.9840999999999577,0.997199999999966,1.0122999999999676,1.049399999999961,1.063599999999964,1.0274999999999745,1.0264999999999804,1.049899999999982,-0.07887941161084129,0.8772426026886068,0.8092876753694872,0.9042491375475825,0.9635060679836709,0.8030415485024225,0.932410645971996,0.9353248797423896,1.065560057437363,0.012519174322763942
